order_line_number,quantity, price , sale_total ,order_date,quarter,product_code,customer_name,deal_size
10215-6,31,58.71,1820.01,2004-01-29,1,S18_2957,West Coast Collectables Co.,Small
10228-5,45,63.71,2866.95,2004-03-10,1,S18_2957,Cambridge Collectables Co.,Small
10244-3,24,58.09,1394.16,2004-04-29,2,S18_2957,Euro Shopping Channel,Small
10257-3,49,53.72,2632.28,2004-06-14,2,S18_2957,The Sharp Gifts Warehouse,Small
10269-1,32,63.08,2018.56,2004-07-16,3,S18_2957,Salzburg Collectables,Small
10280-5,43,68.71,2954.53,2004-08-17,3,S18_2957,Amica Models & Co.,Small
10291-14,37,50.59,1871.83,2004-09-08,3,S18_2957,Scandinavian Gift Ideas,Small
10304-9,24,64.96,1559.04,2004-10-11,4,S18_2957,Auto Assoc. & Cie.,Small
10312-6,35,53.72,1880.2,2004-10-21,4,S18_2957,Mini Gifts Distributors Ltd.,Small
10322-13,41,29.87,1224.67,2004-11-04,4,S18_2957,Online Diecast Creations Co.,Small
10332-17,26,100,2979.08,2004-11-17,4,S18_2957,"AV Stores, Co.",Small
10347-10,34,64.96,2208.64,2004-11-29,4,S18_2957,"Australian Collectors, Co.",Small
10357-5,49,70.58,3458.42,2004-12-10,4,S18_2957,Mini Gifts Distributors Ltd.,Medium
10369-6,28,44.21,1237.88,2005-01-20,1,S18_2957,Collectables For Less Inc.,Small
10381-4,40,68.08,2723.2,2005-02-17,1,S18_2957,Corporate Gift Ideas Co.,Small
10392-3,37,59.96,2218.52,2005-03-10,1,S18_2957,Mini Auto Werke,Small
10423-3,31,53.72,1665.32,2005-05-30,2,S18_2957,Petit Auto,Small
10106-18,41,83.44,3421.04,2003-02-17,1,S18_3029,Rovelli Gifts,Medium
10119-9,21,89.46,1878.66,2003-04-28,2,S18_3029,Salzburg Collectables,Small
10130-2,40,96.34,3853.6,2003-06-16,2,S18_3029,Auto-Moto Classics Inc.,Medium
10143-13,46,74.84,3442.64,2003-08-10,3,S18_3029,Mini Creations Ltd.,Medium
10155-11,44,79.14,3482.16,2003-10-06,4,S18_3029,"Toys of Finland, Co.",Medium
10167-7,46,73.12,3363.52,2003-10-23,4,S18_3029,Scandinavian Gift Ideas,Medium
10178-10,41,81.72,3350.52,2003-11-08,4,S18_3029,Alpha Cognac,Medium
10186-7,32,89.46,2862.72,2003-11-14,4,S18_3029,"Double Decker Gift Stores, Ltd",Small
10197-4,46,87.74,4036.04,2003-11-26,4,S18_3029,Enaco Distributors,Medium
10209-6,28,100,2817.92,2004-01-09,1,S18_3029,"Men 'R' US Retailers, Ltd.",Small
10222-10,49,94.62,4636.38,2004-02-19,1,S18_3029,Collectable Mini Designs Co.,Medium
10248-1,21,73.98,1553.58,2004-05-07,2,S18_3029,Land of Toys Inc.,Small
10262-15,32,84.3,2697.6,2004-06-24,2,S18_3029,Euro Shopping Channel,Small
10273-2,34,98.06,3334.04,2004-07-21,3,S18_3029,Petit Auto,Medium
10283-4,21,98.06,2059.26,2004-08-20,3,S18_3029,"Royal Canadian Collectables, Ltd.",Small
10296-13,21,96.34,2023.14,2004-09-15,3,S18_3029,"Bavarian Collectables Imports, Co.",Small
10307-7,31,83.44,2586.64,2004-10-14,4,S18_3029,"Classic Gift Ideas, Inc",Small
10316-15,21,94.62,1987.02,2004-11-01,4,S18_3029,giftsbymail.co.uk,Small
10327-5,25,45.86,1146.5,2004-11-10,4,S18_3029,Danish Wholesale Imports,Small
10338-3,28,82.58,2312.24,2004-11-22,4,S18_3029,Royale Belge,Small
10350-6,43,64.97,2793.71,2004-12-02,4,S18_3029,Euro Shopping Channel,Small
10373-5,22,86.74,1908.28,2005-01-31,1,S18_3029,"Oulu Toy Supplies, Inc.",Small
10386-5,37,93.01,3441.37,2005-03-01,1,S18_3029,Euro Shopping Channel,Medium
10398-18,28,72.26,2023.28,2005-03-30,1,S18_3029,Reims Collectables,Small
10400-7,30,74.84,2245.2,2005-04-01,2,S18_3029,The Sharp Gifts Warehouse,Small
10414-1,44,73.98,3255.12,2005-05-06,2,S18_3029,Gifts4AllAges.com,Medium
10103-13,25,100,2539.5,2003-01-29,1,S18_3136,Baane Mini Imports,Small
10111-1,43,100,4818.15,2003-03-25,1,S18_3136,Mini Wheels Co.,Medium
10126-13,30,97.39,2921.7,2003-05-28,2,S18_3136,"Corrida Auto Replicas, Ltd",Small
10139-2,20,90.06,1801.2,2003-07-16,3,S18_3136,Souveniers And Things Co.,Small
10150-10,26,100,2804.36,2003-09-19,3,S18_3136,"Dragon Souveniers, Ltd.",Small
10163-3,40,100,4900.8,2003-10-20,4,S18_3136,Classic Legends Inc.,Medium
10173-1,31,89.01,2759.31,2003-11-05,4,S18_3136,Rovelli Gifts,Small
10183-10,22,100,2488.2,2003-11-13,4,S18_3136,"Classic Gift Ideas, Inc",Small
10193-2,23,100,2769.89,2003-11-21,4,S18_3136,"Australian Collectables, Ltd",Small
10206-8,30,100,3581.4,2003-12-05,4,S18_3136,Canadian Gift Exchange Network,Medium
10215-5,49,100,5285.14,2004-01-29,1,S18_3136,West Coast Collectables Co.,Medium
10228-4,31,100,3181.53,2004-03-10,1,S18_3136,Cambridge Collectables Co.,Medium
10244-2,29,100,3340.51,2004-04-29,2,S18_3136,Euro Shopping Channel,Medium
10257-2,37,84.82,3138.34,2004-06-14,2,S18_3136,The Sharp Gifts Warehouse,Medium
10270-11,38,100,4775.08,2004-07-19,3,S18_3136,Souveniers And Things Co.,Medium
10280-4,29,100,3006.43,2004-08-17,3,S18_3136,Amica Models & Co.,Medium
10291-13,23,100,2866.26,2004-09-08,3,S18_3136,Scandinavian Gift Ideas,Small
10304-8,26,85.87,2232.62,2004-10-11,4,S18_3136,Auto Assoc. & Cie.,Small
10312-5,38,100,4457.02,2004-10-21,4,S18_3136,Mini Gifts Distributors Ltd.,Medium
10322-7,48,47.04,2257.92,2004-11-04,4,S18_3136,Online Diecast Creations Co.,Small
10332-18,40,39.8,1592,2004-11-17,4,S18_3136,"AV Stores, Co.",Small
10347-11,45,100,4948.2,2004-11-29,4,S18_3136,"Australian Collectors, Co.",Medium
10357-4,44,100,5160.76,2004-12-10,4,S18_3136,Mini Gifts Distributors Ltd.,Medium
10369-5,21,94.22,1978.62,2005-01-20,1,S18_3136,Collectables For Less Inc.,Small
10381-5,35,100,4288.2,2005-02-17,1,S18_3136,Corporate Gift Ideas Co.,Medium
10392-2,29,86.92,2520.68,2005-03-10,1,S18_3136,Mini Auto Werke,Small
10423-2,21,84.82,1781.22,2005-05-30,2,S18_3136,Petit Auto,Small
10105-11,22,100,3065.04,2003-02-11,1,S18_3140,Danish Wholesale Imports,Medium
10117-5,26,100,3551.34,2003-04-16,2,S18_3140,"Dragon Souveniers, Ltd.",Medium
10128-2,41,100,5544.02,2003-06-06,2,S18_3140,Euro Shopping Channel,Medium
10142-8,47,100,6034.33,2003-08-08,3,S18_3140,Mini Gifts Distributors Ltd.,Medium
10153-7,31,100,3641.57,2003-09-28,3,S18_3140,Euro Shopping Channel,Medium
10166-2,43,100,6930.74,2003-10-21,4,S18_3140,FunGiftIdeas.com,Medium
10177-9,23,100,3675.63,2003-11-07,4,S18_3140,CAF Imports,Medium
10185-9,28,100,3442.04,2003-11-14,4,S18_3140,Mini Creations Ltd.,Medium
10196-1,49,100,6893.81,2003-11-26,4,S18_3140,Super Scale Inc.,Medium
10208-9,24,100,2622.48,2004-01-02,1,S18_3140,"Saveley & Henriot, Co.",Small
10221-3,33,100,4417.38,2004-02-18,1,S18_3140,Petit Auto,Medium
10232-6,22,100,3606.02,2004-03-20,1,S18_3140,giftsbymail.co.uk,Medium
10248-12,32,100,3802.56,2004-05-07,2,S18_3140,Land of Toys Inc.,Medium
10273-13,40,100,5026.4,2004-07-21,3,S18_3140,Petit Auto,Medium
10282-1,43,100,6695.53,2004-08-20,3,S18_3140,Mini Gifts Distributors Ltd.,Medium
10293-4,24,100,2819.28,2004-09-09,3,S18_3140,Amica Models & Co.,Small
10306-9,32,100,3759.04,2004-10-14,4,S18_3140,"AV Stores, Co.",Medium
10314-1,20,100,2731.8,2004-10-22,4,S18_3140,Heintze Collectables,Small
10325-9,24,69.12,1658.88,2004-11-05,4,S18_3140,Baane Mini Imports,Small
10336-12,48,100,5778.24,2004-11-20,4,S18_3140,"La Corne D'abondance, Co.",Medium
10350-1,44,100,5191.12,2004-12-02,4,S18_3140,Euro Shopping Channel,Medium
10372-3,28,100,3862.88,2005-01-26,1,S18_3140,"Tokyo Collectables, Ltd",Medium
10383-9,24,61.52,1476.48,2005-02-22,1,S18_3140,Euro Shopping Channel,Small
10396-2,33,100,5273.73,2005-03-23,1,S18_3140,Mini Gifts Distributors Ltd.,Medium
10414-12,41,100,4872.03,2005-05-06,2,S18_3140,Gifts4AllAges.com,Medium
10104-13,23,100,4556.99,2003-01-31,1,S18_3232,Euro Shopping Channel,Medium
10109-5,46,100,8257,2003-03-10,1,S18_3232,Motor Mint Distributors Inc.,Large
10114-4,48,100,8209.44,2003-04-01,2,S18_3232,"La Corne D'abondance, Co.",Large
10122-3,25,100,3598.5,2003-05-08,2,S18_3232,Marseille Mini Autos,Medium
10127-15,22,100,3837.24,2003-06-03,2,S18_3232,Muscle Machine Inc,Medium
10136-3,41,100,8331.61,2003-07-04,3,S18_3232,Alpha Cognac,Large
10141-9,34,100,4836.5,2003-08-01,3,S18_3232,Suominen Souveniers,Medium
10148-14,32,100,5418.88,2003-09-11,3,S18_3232,"Anna's Decorations, Ltd",Medium
10151-7,21,100,3734.01,2003-09-21,3,S18_3232,"Oulu Toy Supplies, Inc.",Medium
10160-1,20,100,3996.4,2003-10-11,4,S18_3232,"Men 'R' US Retailers, Ltd.",Medium
10165-16,47,100,8754.69,2003-10-22,4,S18_3232,"Dragon Souveniers, Ltd.",Large
10171-3,39,100,5481.45,2003-11-05,4,S18_3232,Quebec Home Shopping Network,Medium
10175-5,29,100,4419.89,2003-11-06,4,S18_3232,"Stylish Desk Decors, Co.",Medium
10181-7,45,100,6324.75,2003-11-12,4,S18_3232,Herkku Gifts,Medium
10184-10,28,100,4409.72,2003-11-14,4,S18_3232,"Iberia Gift Imports, Corp.",Medium
10192-12,26,100,3918.46,2003-11-20,4,S18_3232,Online Diecast Creations Co.,Medium
10195-10,50,100,7620.5,2003-11-25,4,S18_3232,Mini Classics,Large
10203-1,48,100,8291.04,2003-12-02,4,S18_3232,Euro Shopping Channel,Large
10207-11,25,100,3937.25,2003-12-09,4,S18_3232,Diecast Collectables,Medium
10212-11,40,100,5554.4,2004-01-16,1,S18_3232,Euro Shopping Channel,Medium
10225-2,43,100,6407.86,2004-02-22,1,S18_3232,"Vida Sport, Ltd",Medium
10229-5,22,100,4172.52,2004-03-11,1,S18_3232,Mini Gifts Distributors Ltd.,Medium
10239-1,47,100,7083.37,2004-04-12,2,S18_3232,"Oulu Toy Supplies, Inc.",Large
10246-9,36,100,7132.68,2004-05-05,2,S18_3232,Euro Shopping Channel,Large
10253-6,40,100,6773.6,2004-06-01,2,S18_3232,"UK Collectables, Ltd.",Medium
10259-8,27,100,3657.69,2004-06-15,2,S18_3232,Handji Gifts& Co,Medium
10266-7,29,100,4812.55,2004-07-06,3,S18_3232,L'ordine Souveniers,Medium
10271-9,20,100,3928.6,2004-07-20,3,S18_3232,Mini Gifts Distributors Ltd.,Medium
10278-7,42,100,6401.22,2004-08-06,3,S18_3232,Signal Gift Stores,Medium
10281-5,25,100,4191.25,2004-08-19,3,S18_3232,Diecast Classics Inc.,Medium
10287-5,36,100,5852.52,2004-08-30,3,S18_3232,"Vida Sport, Ltd",Medium
10292-12,21,100,2844.87,2004-09-08,3,S18_3232,Land of Toys Inc.,Small
10301-9,23,100,4011.66,2003-10-05,4,S18_3232,"Norway Gifts By Mail, Co.",Medium
10305-9,37,100,7455.87,2004-10-13,4,S18_3232,Marta's Replicas Co.,Large
10310-3,48,100,8940.96,2004-10-16,4,S18_3232,"Toms Spezialitten, Ltd",Large
10313-3,25,100,4572.25,2004-10-22,4,S18_3232,Canadian Gift Exchange Network,Medium
10321-11,33,100,5700.09,2004-11-04,4,S18_3232,FunGiftIdeas.com,Medium
10324-12,27,100,3155.49,2004-11-05,4,S18_3232,Vitachrome Inc.,Medium
10331-11,27,100,4170.69,2004-11-17,4,S18_3232,Motor Mint Distributors Inc.,Medium
10334-3,20,100,2878.8,2004-11-19,4,S18_3232,"Volvo Model Replicas, Co",Small
10342-4,30,100,5029.5,2004-11-24,4,S18_3232,"Australian Collectors, Co.",Medium
10349-6,48,100,7396.8,2004-12-01,4,S18_3232,Muscle Machine Inc,Large
10358-12,32,93.49,2991.68,2004-12-10,4,S18_3232,Euro Shopping Channel,Small
10366-1,34,100,6275.72,2005-01-10,1,S18_3232,Royale Belge,Medium
10370-9,27,56.85,1534.95,2005-01-20,1,S18_3232,"Anna's Decorations, Ltd",Small
10377-3,39,100,7264.53,2005-02-09,1,S18_3232,"Toys of Finland, Co.",Large
10383-6,47,100,6869.05,2005-02-22,1,S18_3232,Euro Shopping Channel,Medium
10394-5,22,100,3353.02,2005-03-15,1,S18_3232,Euro Shopping Channel,Medium
10405-1,55,100,8289.05,2005-04-14,2,S18_3232,Mini Caravy,Large
10412-9,60,100,11887.8,2005-05-03,2,S18_3232,Euro Shopping Channel,Large
10419-6,35,100,5926.9,2005-05-17,2,S18_3232,Salzburg Collectables,Medium
10425-8,28,100,3793.16,2005-05-31,2,S18_3232,La Rochelle Gifts,Medium
10105-13,38,100,4330.1,2003-02-11,1,S18_3259,Danish Wholesale Imports,Medium
10117-7,21,95.8,2011.8,2003-04-16,2,S18_3259,"Dragon Souveniers, Ltd.",Small
10128-4,41,100,4837.18,2003-06-06,2,S18_3259,Euro Shopping Channel,Medium
10142-10,22,97.81,2151.82,2003-08-08,3,S18_3259,Mini Gifts Distributors Ltd.,Small
10153-9,29,88.74,2573.46,2003-09-28,3,S18_3259,Euro Shopping Channel,Small
10165-1,50,100,5344.5,2003-10-22,4,S18_3259,"Dragon Souveniers, Ltd.",Medium
10177-11,29,100,3070.52,2003-11-07,4,S18_3259,CAF Imports,Medium
10185-11,49,80.67,3952.83,2003-11-14,4,S18_3259,Mini Creations Ltd.,Medium
10196-3,35,100,3564.75,2003-11-26,4,S18_3259,Super Scale Inc.,Medium
10208-11,48,100,5614.56,2004-01-02,1,S18_3259,"Saveley & Henriot, Co.",Medium
10221-5,23,80.67,1855.41,2004-02-18,1,S18_3259,Petit Auto,Small
10232-8,48,95.8,4598.4,2004-03-20,1,S18_3259,giftsbymail.co.uk,Medium
10248-14,42,100,5082.42,2004-05-07,2,S18_3259,Land of Toys Inc.,Medium
10273-15,47,100,5450.59,2004-07-21,3,S18_3259,Petit Auto,Medium
10282-3,36,100,4174.92,2004-08-20,3,S18_3259,Mini Gifts Distributors Ltd.,Medium
10293-6,22,100,2418.24,2004-09-09,3,S18_3259,Amica Models & Co.,Small
10306-11,40,91.76,3670.4,2004-10-14,4,S18_3259,"AV Stores, Co.",Medium
10314-3,23,100,2481.7,2004-10-22,4,S18_3259,Heintze Collectables,Small
10326-6,32,100,3807.68,2004-11-09,4,S18_3259,"Volvo Model Replicas, Co",Medium
10336-7,21,100,2230.41,2004-11-20,4,S18_3259,"La Corne D'abondance, Co.",Small
10350-2,41,93.04,3814.64,2004-12-02,4,S18_3259,Euro Shopping Channel,Medium
10372-5,25,84.71,2117.75,2005-01-26,1,S18_3259,"Tokyo Collectables, Ltd",Small
10383-12,26,100,3340.48,2005-02-22,1,S18_3259,Euro Shopping Channel,Medium
10396-4,24,89.75,2154,2005-03-23,1,S18_3259,Mini Gifts Distributors Ltd.,Small
10414-14,48,100,5808.48,2005-05-06,2,S18_3259,Gifts4AllAges.com,Medium
10108-9,26,68.35,1777.1,2003-03-03,1,S18_3278,Cruz & Sons Co.,Small
10122-13,21,73.17,1536.57,2003-05-08,2,S18_3278,Marseille Mini Autos,Small
10135-10,45,78,3510,2003-07-02,3,S18_3278,Mini Gifts Distributors Ltd.,Medium
10147-10,36,86.04,3097.44,2003-09-05,3,S18_3278,Collectables For Less Inc.,Medium
10159-5,21,81.21,1705.41,2003-10-10,4,S18_3278,Corporate Gift Ideas Co.,Small
10169-5,32,70.76,2264.32,2003-11-04,4,S18_3278,"Anna's Decorations, Ltd",Small
10181-17,30,82.82,2484.6,2003-11-12,4,S18_3278,Herkku Gifts,Small
10191-6,36,94.88,3415.68,2003-11-20,4,S18_3278,"Toms Spezialitten, Ltd",Medium
10203-11,33,86.04,2839.32,2003-12-02,4,S18_3278,Euro Shopping Channel,Small
10211-5,35,78,2730,2004-01-15,1,S18_3278,Auto Canal Petit,Small
10225-12,37,95.69,3540.53,2004-02-22,1,S18_3278,"Vida Sport, Ltd",Medium
10238-6,41,73.17,2999.97,2004-04-09,2,S18_3278,Danish Wholesale Imports,Small
10252-2,20,76.39,1527.8,2004-05-26,2,S18_3278,Auto Canal Petit,Small
10265-2,45,86.84,3907.8,2004-07-02,3,S18_3278,"Australian Collectables, Ltd",Medium
10276-6,38,69.96,2658.48,2004-08-02,3,S18_3278,Online Mini Collectables,Small
10287-15,43,70.76,3042.68,2004-08-30,3,S18_3278,"Vida Sport, Ltd",Medium
10300-8,49,78.8,3861.2,2003-10-04,4,S18_3278,"Blauer See Auto, Co.",Medium
10310-13,27,80.41,2171.07,2004-10-16,4,S18_3278,"Toms Spezialitten, Ltd",Small
10319-1,46,73.98,3403.08,2004-11-03,4,S18_3278,Microscale Inc.,Medium
10329-10,38,59.1,2245.8,2004-11-15,4,S18_3278,Land of Toys Inc.,Small
10342-5,25,66.74,1668.5,2004-11-24,4,S18_3278,"Australian Collectors, Co.",Small
10363-10,46,60.3,2773.8,2005-01-06,1,S18_3278,Suominen Souveniers,Small
10378-4,22,100,2464,2005-02-10,1,S18_3278,Euro Shopping Channel,Small
10390-9,40,100,5491.6,2005-03-04,1,S18_3278,Mini Gifts Distributors Ltd.,Medium
10103-16,46,100,4791.82,2003-01-29,1,S18_3320,Baane Mini Imports,Medium
10111-4,39,100,4178.85,2003-03-25,1,S18_3320,Mini Wheels Co.,Medium
10126-16,38,82.34,3128.92,2003-05-28,2,S18_3320,"Corrida Auto Replicas, Ltd",Medium
10139-5,30,100,3095.4,2003-07-16,3,S18_3320,Souveniers And Things Co.,Medium
10149-2,42,94.25,3958.5,2003-09-12,3,S18_3320,Signal Collectibles Ltd.,Medium
10163-6,43,100,4991.44,2003-10-20,4,S18_3320,Classic Legends Inc.,Medium
10173-4,29,95.24,2761.96,2003-11-05,4,S18_3320,Rovelli Gifts,Small
10182-1,33,86.31,2848.23,2003-11-12,4,S18_3320,Mini Gifts Distributors Ltd.,Small
10193-5,32,79.37,2539.84,2003-11-21,4,S18_3320,"Australian Collectables, Ltd",Small
10206-11,28,87.3,2444.4,2003-12-05,4,S18_3320,Canadian Gift Exchange Network,Small
10215-8,41,100,4555.92,2004-01-29,1,S18_3320,West Coast Collectables Co.,Medium
10227-1,33,100,3666.96,2004-03-02,1,S18_3320,"Saveley & Henriot, Co.",Medium
10244-5,36,84.33,3035.88,2004-04-29,2,S18_3320,Euro Shopping Channel,Medium
10257-5,26,89.29,2321.54,2004-06-14,2,S18_3320,The Sharp Gifts Warehouse,Small
10280-7,34,100,3474.46,2004-08-17,3,S18_3320,Amica Models & Co.,Medium
10290-2,26,96.23,2501.98,2004-09-07,3,S18_3320,Auto-Moto Classics Inc.,Small
10304-11,38,100,3958.46,2004-10-11,4,S18_3320,Auto Assoc. & Cie.,Medium
10312-8,33,100,3535.95,2004-10-21,4,S18_3320,Mini Gifts Distributors Ltd.,Medium
10323-2,33,91.27,3011.91,2004-11-05,4,S18_3320,"Blauer See Auto, Co.",Medium
10333-2,46,100,11336.7,2004-11-18,4,S18_3320,Mini Wheels Co.,Large
10347-12,26,100,2656.94,2004-11-29,4,S18_3320,"Australian Collectors, Co.",Small
10357-3,25,100,2604.25,2004-12-10,4,S18_3320,Mini Gifts Distributors Ltd.,Small
10369-4,45,73.08,3288.6,2005-01-20,1,S18_3320,Collectables For Less Inc.,Medium
10382-7,50,100,8935.5,2005-02-17,1,S18_3320,Mini Gifts Distributors Ltd.,Large
10392-1,36,100,4035.96,2005-03-10,1,S18_3320,Mini Auto Werke,Medium
10423-5,21,89.29,1875.09,2005-05-30,2,S18_3320,Petit Auto,Small
10108-8,29,100,4049.56,2003-03-03,1,S18_3482,Cruz & Sons Co.,Medium
10122-12,21,100,2469.39,2003-05-08,2,S18_3482,Marseille Mini Autos,Small
10135-9,42,100,5432.7,2003-07-02,3,S18_3482,Mini Gifts Distributors Ltd.,Medium
10147-9,37,100,4405.22,2003-09-05,3,S18_3482,Collectables For Less Inc.,Medium
10159-4,25,100,3638,2003-10-10,4,S18_3482,Corporate Gift Ideas Co.,Medium
10169-4,36,100,4444.92,2003-11-04,4,S18_3482,"Anna's Decorations, Ltd",Medium
10181-16,22,100,3395.48,2003-11-12,4,S18_3482,Herkku Gifts,Medium
10191-5,23,100,3414.58,2003-11-20,4,S18_3482,"Toms Spezialitten, Ltd",Medium
10203-10,32,100,5127.04,2003-12-02,4,S18_3482,Euro Shopping Channel,Medium
10211-4,28,100,3745.28,2004-01-15,1,S18_3482,Auto Canal Petit,Medium
10225-11,27,100,4564.08,2004-02-22,1,S18_3482,"Vida Sport, Ltd",Medium
10238-5,49,100,6554.24,2004-04-09,2,S18_3482,Danish Wholesale Imports,Medium
10252-1,41,100,6749.83,2004-05-26,2,S18_3482,Auto Canal Petit,Medium
10265-1,49,100,8427.02,2004-07-02,3,S18_3482,"Australian Collectables, Ltd",Large
10276-5,30,100,3924.6,2004-08-02,3,S18_3482,Online Mini Collectables,Medium
10287-14,40,100,6761.6,2004-08-30,3,S18_3482,"Vida Sport, Ltd",Medium
10300-7,23,100,3786.49,2003-10-04,4,S18_3482,"Blauer See Auto, Co.",Medium
10310-12,49,100,6266.12,2004-10-16,4,S18_3482,"Toms Spezialitten, Ltd",Medium
10320-5,25,100,3491,2004-11-03,4,S18_3482,"Volvo Model Replicas, Co",Medium
10330-3,37,100,4405.22,2004-11-16,4,S18_3482,Cruz & Sons Co.,Medium
10342-7,55,100,6548.3,2004-11-24,4,S18_3482,"Australian Collectors, Co.",Medium
10355-7,23,100,3177.91,2004-12-07,4,S18_3482,Euro Shopping Channel,Medium
10363-11,24,100,4142.64,2005-01-06,1,S18_3482,Suominen Souveniers,Medium
10378-10,43,96.49,4149.07,2005-02-10,1,S18_3482,Euro Shopping Channel,Medium
10390-1,50,100,7397,2005-03-04,1,S18_3482,Mini Gifts Distributors Ltd.,Large
10109-2,47,100,6241.6,2003-03-10,1,S18_3685,Motor Mint Distributors Inc.,Medium
10123-4,34,100,5331.88,2003-05-20,2,S18_3685,Atelier graphique,Medium
10137-4,31,100,5124.3,2003-07-10,3,S18_3685,Reims Collectables,Medium
10148-11,28,100,3639.44,2003-09-11,3,S18_3685,"Anna's Decorations, Ltd",Medium
10161-10,36,100,5544,2003-10-17,4,S18_3685,Heintze Collectables,Medium
10172-8,48,100,5493.12,2003-11-05,4,S18_3685,Gift Depot Inc.,Medium
10181-4,39,100,5785.26,2003-11-12,4,S18_3685,Herkku Gifts,Medium
10192-9,45,100,5340.6,2003-11-20,4,S18_3685,Online Diecast Creations Co.,Medium
10204-15,35,100,5735.8,2003-12-02,4,S18_3685,Muscle Machine Inc,Medium
10212-8,45,100,6357.6,2004-01-16,1,S18_3685,Euro Shopping Channel,Medium
10226-6,46,100,7343.9,2004-02-26,1,S18_3685,Collectable Mini Designs Co.,Large
10240-1,37,100,5959.22,2004-04-13,2,S18_3685,Osaka Souveniers Co.,Medium
10253-3,31,100,4029.38,2004-06-01,2,S18_3685,"UK Collectables, Ltd.",Medium
10266-4,33,100,5035.14,2004-07-06,3,S18_3685,L'ordine Souveniers,Medium
10278-4,31,100,4116.8,2004-08-06,3,S18_3685,Signal Gift Stores,Medium
10287-2,27,100,4310.55,2004-08-30,3,S18_3685,"Vida Sport, Ltd",Medium
10301-6,39,100,6446.7,2003-10-05,4,S18_3685,"Norway Gifts By Mail, Co.",Medium
10311-11,32,100,3616.64,2004-10-16,4,S18_3685,Euro Shopping Channel,Medium
10321-8,28,100,4232.76,2004-11-04,4,S18_3685,FunGiftIdeas.com,Medium
10331-12,26,67.91,1765.66,2004-11-17,4,S18_3685,Motor Mint Distributors Inc.,Small
10343-2,44,84.88,3734.72,2004-11-24,4,S18_3685,Reims Collectables,Medium
10367-6,46,100,4808.38,2005-01-12,1,S18_3685,Toys4GrownUps.com,Medium
10379-4,32,70.83,2266.56,2005-02-10,1,S18_3685,Euro Shopping Channel,Small
10406-1,65,100,10468.9,2005-04-15,2,S18_3685,Danish Wholesale Imports,Large
10419-3,43,100,5589.14,2005-05-17,2,S18_3685,Salzburg Collectables,Medium
10108-12,43,67.77,2914.11,2003-03-03,1,S18_3782,Cruz & Sons Co.,Small
10122-16,35,49.74,1740.9,2003-05-08,2,S18_3782,Marseille Mini Autos,Small
10135-13,45,50.36,2266.2,2003-07-02,3,S18_3782,Mini Gifts Distributors Ltd.,Small
10146-2,47,67.14,3155.58,2003-09-03,3,S18_3782,Gift Ideas Corp.,Medium
10159-8,21,64.66,1357.86,2003-10-10,4,S18_3782,Corporate Gift Ideas Co.,Small
10169-8,38,68.39,2598.82,2003-11-04,4,S18_3782,"Anna's Decorations, Ltd",Small
10180-3,21,50.36,1057.56,2003-11-11,4,S18_3782,Daedalus Designs Imports,Small
10191-9,43,72.74,3127.82,2003-11-20,4,S18_3782,"Toms Spezialitten, Ltd",Medium
10211-8,46,54.09,2488.14,2004-01-15,1,S18_3782,Auto Canal Petit,Small
10224-1,38,58.44,2220.72,2004-02-21,1,S18_3782,Daedalus Designs Imports,Small
10237-1,26,52.22,1357.72,2004-04-05,2,S18_3782,Vitachrome Inc.,Small
10252-5,31,52.84,1638.04,2004-05-26,2,S18_3782,Auto Canal Petit,Small
10264-3,48,54.71,2626.08,2004-06-30,2,S18_3782,Gifts4AllAges.com,Small
10276-9,33,50.36,1661.88,2004-08-02,3,S18_3782,Online Mini Collectables,Small
10286-1,38,57.2,2173.6,2004-08-28,3,S18_3782,"La Corne D'abondance, Co.",Small
10299-3,39,55.95,2182.05,2004-09-30,3,S18_3782,"Toys of Finland, Co.",Small
10310-16,42,67.14,2819.88,2004-10-16,4,S18_3782,"Toms Spezialitten, Ltd",Small
10319-4,44,59.06,2598.64,2004-11-03,4,S18_3782,Microscale Inc.,Small
